Delitos Faltas: Nivel 1;Delitos Faltas: Nivel 2;Delitos Faltas: Nivel 3;Delitos Faltas: Nivel 4;Delitos Faltas: Nivel 5;Edad;Periodo;Total
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2015;7.809
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2014;8.449
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2013;9.198
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;14 años;2023;1.583
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;14 años;2022;1.436
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;14 años;2021;1.361
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;14 años;2020;1.175
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;14 años;2019;1.596
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;14 años;2018;1.782
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;14 años;2017;1.681
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;14 años;2016;1.510
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;14 años;2015;1.286
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;14 años;2014;1.294
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;14 años;2013;1.433
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;15 años;2023;1.945
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;15 años;2022;2.102
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;15 años;2021;2.168
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;15 años;2020;1.709
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;15 años;2019;2.307
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;15 años;2018;2.553
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;15 años;2017;2.377
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;15 años;2016;2.337
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;15 años;2015;1.800
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;15 años;2014;1.936
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;15 años;2013;2.131
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;16 años;2023;2.367
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;16 años;2022;2.685
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;16 años;2021;2.686
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;16 años;2020;2.286
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;16 años;2019;3.154
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;16 años;2018;3.042
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;16 años;2017;2.989
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;16 años;2016;2.775
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;16 años;2015;2.234
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;16 años;2014;2.464
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;16 años;2013;2.681
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;17 años;2023;2.668
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;17 años;2022;2.978
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;17 años;2021;3.062
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;17 años;2020;2.442
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;17 años;2019;3.090
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;17 años;2018;2.969
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;17 años;2017;3.028
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;17 años;2016;2.926
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;17 años;2015;2.489
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;17 años;2014;2.755
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;17 años;2013;2.953
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2023;2.249
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2022;2.108
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2021;2.038
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2020;1.864
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2019;2.855
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2018;3.349
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2017;2.992
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2016;2.623
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2015;996
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2014;846
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2013;838
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;14 años;2023;453
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;14 años;2022;300
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;14 años;2021;284
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;14 años;2020;281
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;14 años;2019;448
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;14 años;2018;556
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;14 años;2017;477
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;14 años;2016;415
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;14 años;2015;144
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;14 años;2014;112
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;14 años;2013;142
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;15 años;2023;506
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;15 años;2022;478
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;15 años;2021;466
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;15 años;2020;436
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;15 años;2019;682
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;15 años;2018;926
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;15 años;2017;705
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;15 años;2016;668
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;15 años;2015;232
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;15 años;2014;194
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;15 años;2013;167
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;16 años;2023;632
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;16 años;2022;622
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;16 años;2021;568
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;16 años;2020;543
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;16 años;2019;831
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;16 años;2018;917
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;16 años;2017;912
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;16 años;2016;734
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;16 años;2015;296
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;16 años;2014;241
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;16 años;2013;243
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;17 años;2023;658
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;17 años;2022;708
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;17 años;2021;720
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;17 años;2020;604
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;17 años;2019;894
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;17 años;2018;950
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;17 años;2017;898
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;17 años;2016;806
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;17 años;2015;324
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;17 años;2014;299
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;17 años;2013;286
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;Total;2023;4.255
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;Total;2022;4.522
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;Total;2021;4.794
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;Total;2020;3.909
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;Total;2019;4.794
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;Total;2018;4.802
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;Total;2017;5.006
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;Total;2016;5.138
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;Total;2015;5.482
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;Total;2014;6.354
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;Total;2013;6.923
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;14 años;2023;738
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;14 años;2022;719
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;14 años;2021;706
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;14 años;2020;581
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;14 años;2019;716
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;14 años;2018;808
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;14 años;2017;839
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;14 años;2016;780
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;14 años;2015;933
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;14 años;2014;993
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;14 años;2013;1.108
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;15 años;2023;994
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;15 años;2022;1.023
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;15 años;2021;1.114
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;15 años;2020;878
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;15 años;2019;1.030
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;15 años;2018;1.140
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;15 años;2017;1.214
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;15 años;2016;1.235
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;15 años;2015;1.288
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;15 años;2014;1.443
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;15 años;2013;1.617
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;16 años;2023;1.182
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;16 años;2022;1.310
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;16 años;2021;1.421
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;16 años;2020;1.199
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;16 años;2019;1.588
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;16 años;2018;1.429
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;16 años;2017;1.474
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;16 años;2016;1.534
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;16 años;2015;1.571
Total Infracciones;A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;16 años;2014;1.872
